Store ID,Employees,Store Size,Country,City,State,Postal Code,Region
OFF-ST-10000142,46,Large,United States,Seattle,Washington,98103,West
TEC-AC-10001772,57,Large,United States,Los Angeles,California,90036,West
FUR-CH-10000225,57,Large,United States,Charlotte,North Carolina,28205,South
FUR-CH-10002331,58,Large,United States,New York City,New York,10009,East
OFF-EN-10001415,42,Small,United States,Philadelphia,Pennsylvania,19134,East
OFF-AP-10002472,61,Large,United States,Los Angeles,California,90036,West
TEC-AC-10004571,46,Medium,United States,Buffalo,New York,14215,East
OFF-BI-10001098,45,Large,United States,Cincinnati,Ohio,45231,East
FUR-TA-10001889,20,Small,United States,Seattle,Washington,98105,West
OFF-BI-10000315,31,Medium,United States,Gulfport,Mississippi,39503,South
OFF-SU-10003505,68,Large,United States,Fresno,California,93727,West
OFF-AP-10002578,66,Large,United States,Chester,Pennsylvania,19013,East
FUR-BO-10002824,32,Medium,United States,Jacksonville,Florida,32216,South
OFF-BI-10002194,38,Small,United States,Greenville,North Carolina,27834,South
OFF-PA-10004071,52,Medium,United States,La Porte,Indiana,46350,Central
OFF-ST-10002743,67,Medium,United States,San Francisco,California,94122,West
FUR-BO-10001601,22,Small,United States,Florence,Alabama,35630,South
TEC-PH-10002680,32,Medium,United States,Houston,Texas,77070,Central
OFF-ST-10001321,36,Medium,United States,Providence,Rhode Island,2908,East
OFF-PA-10001509,70,Medium,United States,New York City,New York,10009,East
OFF-PA-10003465,42,Small,United States,Pueblo,Colorado,81001,West
TEC-PH-10000149,63,Medium,United States,Fairfield,California,94533,West
OFF-AR-10003045,61,Large,United States,Saint Paul,Minnesota,55106,Central
OFF-ST-10000689,35,Small,United States,Arlington,Virginia,22204,South
TEC-AC-10001445,20,Small,United States,Columbus,Georgia,31907,South
TEC-AC-10002567,21,Small,United States,Los Angeles,California,90032,West
OFF-LA-10003923,36,Small,United States,Deltona,Florida,32725,South
FUR-BO-10001337,43,Large,United States,Cincinnati,Ohio,45231,East
TEC-PH-10001924,27,Small,United States,Murray,Kentucky,42071,South
TEC-PH-10001363,48,Large,United States,Wilmington,North Carolina,28403,South
TEC-PH-10000376,36,Small,United States,Lawrence,Massachusetts,1841,East
TEC-AC-10000303,29,Small,United States,Norwich,Connecticut,6360,East
OFF-ST-10001809,47,Large,United States,San Francisco,California,94110,West
OFF-EN-10003845,46,Large,United States,San Francisco,California,94109,West
TEC-AC-10000991,37,Large,United States,Lorain,Ohio,44052,East
FUR-TA-10001857,66,Large,United States,Dallas,Texas,75220,Central
OFF-EN-10001434,36,Medium,United States,Middletown,Connecticut,6457,East
OFF-BI-10002498,39,Medium,United States,Los Angeles,California,90008,West
FUR-FU-10004864,31,Medium,United States,New York City,New York,10011,East
FUR-FU-10000073,47,Large,United States,Jacksonville,North Carolina,28540,South
OFF-BI-10001670,25,Small,United States,Evanston,Illinois,60201,Central
OFF-BI-10001658,30,Medium,United States,Louisville,Kentucky,40214,South
FUR-CH-10001215,68,Large,United States,Fort Worth,Texas,76106,Central
OFF-BI-10000831,66,Large,United States,Los Angeles,California,90049,West
OFF-PA-10000357,62,Large,United States,Philadelphia,Pennsylvania,19120,East
OFF-AR-10001662,47,Medium,United States,Tucson,Arizona,85705,West
OFF-AR-10003856,34,Medium,United States,Pico Rivera,California,90660,West
OFF-BI-10003527,69,Large,United States,Clinton,Maryland,20735,East
FUR-FU-10001290,46,Medium,United States,Aurora,Illinois,60505,Central
TEC-AC-10002399,52,Large,United States,Smyrna,Georgia,30080,South
OFF-AR-10003811,44,Large,United States,Burlington,North Carolina,27217,South
OFF-AR-10001246,67,Medium,United States,Salem,Virginia,24153,South
TEC-CO-10003236,46,Small,United States,Phoenix,Arizona,85023,West
OFF-ST-10004507,66,Large,United States,New York City,New York,10024,East
OFF-PA-10001667,64,Large,United States,Costa Mesa,California,92627,West
OFF-ST-10004459,22,Medium,United States,Houston,Texas,77041,Central
OFF-ST-10000736,41,Medium,United States,Mesa,Arizona,85204,West
OFF-BI-10000285,40,Small,United States,Salinas,California,93905,West
TEC-PH-10003555,28,Small,United States,Parma,Ohio,44134,East
OFF-FA-10002815,50,Medium,United States,San Francisco,California,94110,West
FUR-CH-10003379,27,Small,United States,Richmond,Kentucky,40475,South
OFF-ST-10004963,27,Medium,United States,Aurora,Colorado,80013,West
OFF-SU-10002881,60,Large,United States,Phoenix,Arizona,85023,West
OFF-EN-10001335,26,Small,United States,Mobile,Alabama,36608,South
FUR-CH-10000595,69,Large,United States,Columbus,Georgia,31907,South
FUR-FU-10000448,61,Large,United States,Irving,Texas,75061,Central
TEC-PH-10000984,29,Small,United States,Vineland,New Jersey,8360,East
OFF-ST-10001325,20,Small,United States,New York City,New York,10009,East
OFF-BI-10002429,65,Large,United States,Los Angeles,California,90004,West
OFF-BI-10004528,55,Large,United States,Niagara Falls,New York,14304,East
OFF-AP-10001271,47,Large,United States,Thomasville,North Carolina,27360,South
FUR-CH-10002647,46,Large,United States,New York City,New York,10035,East
TEC-AC-10001432,51,Large,United States,Los Angeles,California,90008,West
TEC-PH-10002262,32,Small,United States,Philadelphia,Pennsylvania,19143,East
TEC-AC-10001465,43,Medium,United States,New York City,New York,10035,East
TEC-PH-10002597,58,Large,United States,Vancouver,Washington,98661,West
FUR-FU-10000723,67,Large,United States,Coppell,Texas,75019,Central
OFF-BI-10000404,57,Large,United States,Los Angeles,California,90004,West
OFF-PA-10002986,54,Medium,United States,New York City,New York,10024,East
OFF-SU-10001935,43,Large,United States,Philadelphia,Pennsylvania,19120,East
FUR-CH-10002024,58,Large,United States,Seattle,Washington,98105,West
FUR-FU-10003039,66,Large,United States,Chicago,Illinois,60610,Central
OFF-FA-10004248,62,Large,United States,Tucson,Arizona,85705,West
OFF-ST-10001780,41,Medium,United States,Laguna Niguel,California,92677,West
OFF-AR-10003560,30,Medium,United States,Bridgeton,New Jersey,8302,East
OFF-LA-10001297,45,Small,United States,Everett,Massachusetts,2149,East
FUR-TA-10004256,55,Large,United States,San Diego,California,92024,West
OFF-PA-10003441,43,Small,United States,San Diego,California,92024,West
OFF-BI-10000069,33,Medium,United States,Richmond,Kentucky,40475,South
OFF-AP-10003914,50,Small,United States,Long Beach,New York,11561,East
FUR-FU-10004020,54,Medium,United States,Philadelphia,Pennsylvania,19140,East
OFF-FA-10003467,54,Large,United States,Seattle,Washington,98103,West
TEC-PH-10002496,29,Small,United States,New York City,New York,10011,East
OFF-PA-10004530,37,Large,United States,Philadelphia,Pennsylvania,19134,East
OFF-BI-10001107,35,Small,United States,Allen,Texas,75002,Central
OFF-PA-10004451,45,Medium,United States,El Paso,Texas,79907,Central
FUR-CH-10004997,28,Small,United States,Aurora,Illinois,60505,Central
TEC-PH-10000347,56,Large,United States,Virginia Beach,Virginia,23464,South
OFF-AR-10003394,53,Medium,United States,Grapevine,Texas,76051,Central
OFF-PA-10001450,61,Medium,United States,Olympia,Washington,98502,West
OFF-SU-10001574,43,Large,United States,Peoria,Illinois,61604,Central
FUR-FU-10001475,44,Medium,United States,Los Angeles,California,90008,West
OFF-SU-10004498,53,Large,United States,Kent,Washington,98031,West
TEC-PH-10000586,49,Large,United States,Los Angeles,California,90049,West
OFF-BI-10002764,31,Medium,United States,Lafayette,Louisiana,70506,South
OFF-LA-10003930,32,Small,United States,Tigard,Oregon,97224,West
TEC-PH-10003800,62,Medium,United States,Washington,District of Columbia,20016,East
OFF-PA-10002005,30,Small,United States,Skokie,Illinois,60076,Central
OFF-PA-10004101,22,Small,United States,San Francisco,California,94110,West
OFF-AR-10004078,49,Medium,United States,Seattle,Washington,98105,West
OFF-AP-10004708,45,Large,United States,Los Angeles,California,90045,West
FUR-FU-10001979,51,Large,United States,Seattle,Washington,98115,West
OFF-SU-10004115,46,Medium,United States,Dallas,Texas,75217,Central
TEC-PH-10001425,30,Medium,United States,North Las Vegas,Nevada,89031,West
TEC-PH-10003963,35,Medium,United States,Suffolk,Virginia,23434,South
OFF-ST-10001490,43,Medium,United States,San Francisco,California,94110,West
OFF-PA-10002120,50,Medium,United States,Los Angeles,California,90008,West
OFF-BI-10000848,36,Small,United States,Indianapolis,Indiana,46203,Central
TEC-PH-10003092,57,Medium,United States,Columbus,Ohio,43229,East
OFF-LA-10004345,59,Large,United States,San Diego,California,92037,West
OFF-PA-10001204,30,Medium,United States,San Francisco,California,94122,West
TEC-PH-10004667,45,Large,United States,Dublin,Ohio,43017,East
OFF-BI-10002949,23,Small,United States,San Diego,California,92037,West
FUR-FU-10003849,22,Small,United States,Houston,Texas,77095,Central
FUR-FU-10000010,55,Large,United States,Oakland,California,94601,West
OFF-BI-10002824,25,Small,United States,Houston,Texas,77095,Central
TEC-PH-10002538,68,Large,United States,Suffolk,Virginia,23434,South
OFF-BI-10002103,23,Medium,United States,Greensboro,North Carolina,27405,South
FUR-CH-10004853,21,Small,United States,Milwaukee,Wisconsin,53209,Central
OFF-AP-10000179,35,Medium,United States,Kenosha,Wisconsin,53142,Central
OFF-ST-10001272,20,Small,United States,Houston,Texas,77041,Central
FUR-FU-10000221,24,Medium,United States,Olathe,Kansas,66062,Central
OFF-AP-10001563,60,Medium,United States,Dallas,Texas,75081,Central
OFF-BI-10000605,65,Medium,United States,Tulsa,Oklahoma,74133,Central
OFF-ST-10001963,47,Small,United States,Newark,Ohio,43055,East
TEC-AC-10001267,35,Medium,United States,Chicago,Illinois,60623,Central
TEC-PH-10002103,48,Small,United States,Raleigh,North Carolina,27604,South
TEC-AC-10002857,67,Large,United States,Macon,Georgia,31204,South
FUR-CH-10001482,40,Medium,United States,Charlotte,North Carolina,28205,South
OFF-BI-10001989,51,Large,United States,Bowling Green,Kentucky,42104,South
OFF-AP-10003287,25,Small,United States,Seattle,Washington,98115,West
OFF-BI-10004728,52,Large,United States,Aurora,Colorado,80013,West
FUR-FU-10000732,30,Small,United States,San Francisco,California,94122,West
OFF-ST-10000585,63,Medium,United States,Spokane,Washington,99207,West
OFF-LA-10002787,66,Medium,United States,San Antonio,Texas,78207,Central
OFF-PA-10001934,35,Small,United States,Charlottesville,Virginia,22901,South
OFF-AP-10002457,22,Small,United States,Minneapolis,Minnesota,55407,Central
OFF-FA-10003112,65,Large,United States,Indianapolis,Indiana,46203,Central
OFF-AP-10002350,39,Medium,United States,Oceanside,New York,11572,East
TEC-AC-10001142,30,Medium,United States,Roswell,Georgia,30076,South
TEC-AC-10001101,60,Medium,United States,Watertown,New York,13601,East
OFF-AP-10002439,43,Small,United States,Arlington,Texas,76017,Central
OFF-BI-10002827,34,Small,United States,Broomfield,Colorado,80020,West
OFF-EN-10002230,60,Large,United States,New York City,New York,10009,East
OFF-ST-10001511,26,Small,United States,Chicago,Illinois,60610,Central
OFF-SU-10004231,52,Large,United States,Columbus,Ohio,43229,East
TEC-PH-10004042,44,Medium,United States,Houston,Texas,77036,Central
FUR-FU-10003096,59,Large,United States,Pasadena,California,91104,West
FUR-FU-10002759,63,Large,United States,Houston,Texas,77041,Central
FUR-TA-10000688,33,Small,United States,Auburn,Alabama,36830,South
OFF-AR-10001954,44,Medium,United States,Providence,Rhode Island,2908,East
OFF-AP-10004532,54,Large,United States,Rochester,Minnesota,55901,Central
OFF-PA-10002137,31,Medium,United States,Perth Amboy,New Jersey,8861,East
OFF-AP-10000804,60,Large,United States,Philadelphia,Pennsylvania,19134,East
TEC-AC-10003614,20,Medium,United States,Ontario,California,91761,West
FUR-FU-10003553,50,Large,United States,Seattle,Washington,98105,West
OFF-BI-10004632,58,Large,United States,Baltimore,Maryland,21215,East
OFF-BI-10003305,46,Small,United States,Wilmington,Delaware,19805,East
OFF-ST-10002583,68,Medium,United States,Tucson,Arizona,85705,West
TEC-MA-10004125,28,Small,United States,Boynton Beach,Florida,33437,South
OFF-LA-10001934,26,Medium,United States,Stockton,California,95207,West
FUR-BO-10004015,61,Medium,United States,Philadelphia,Pennsylvania,19143,East
FUR-FU-10004071,60,Medium,United States,Dover,New Hampshire,3820,East
OFF-ST-10002444,35,Small,United States,Philadelphia,Pennsylvania,19134,East
TEC-AC-10002253,64,Medium,United States,Grand Prairie,Texas,75051,Central
OFF-PA-10000743,25,Medium,United States,College Station,Texas,77840,Central
OFF-LA-10002312,63,Large,United States,Saint Louis,Missouri,63116,Central
OFF-LA-10003510,27,Small,United States,Manteca,California,95336,West
OFF-AR-10001118,62,Large,United States,Kent,Ohio,44240,East
OFF-BI-10001575,44,Medium,United States,San Francisco,California,94122,West
FUR-FU-10003394,48,Small,United States,Salt Lake City,Utah,84106,West
FUR-TA-10002774,53,Large,United States,Huntsville,Alabama,35810,South
OFF-PA-10001800,67,Large,United States,Aurora,Illinois,60505,Central
OFF-AP-10001469,37,Small,United States,Fairfield,Connecticut,6824,East
FUR-BO-10003272,27,Small,United States,Jacksonville,Florida,32216,South
OFF-EN-10001219,45,Medium,United States,San Francisco,California,94110,West
OFF-AP-10001154,44,Large,United States,Marion,Ohio,43302,East
TEC-AC-10001606,66,Medium,United States,Littleton,Colorado,80122,West
OFF-BI-10003355,69,Large,United States,La Porte,Indiana,46350,Central
FUR-FU-10002253,51,Small,United States,Los Angeles,California,90049,West
OFF-PA-10004092,54,Large,United States,Pasadena,California,91104,West
FUR-TA-10000198,41,Medium,United States,Los Angeles,California,90004,West
OFF-ST-10000036,30,Small,United States,San Diego,California,92024,West
FUR-FU-10000222,47,Large,United States,New York City,New York,10035,East
OFF-SU-10004664,31,Medium,United States,Arlington,Virginia,22204,South
OFF-EN-10001141,27,Small,United States,Monroe,North Carolina,28110,South
TEC-PH-10002170,65,Medium,United States,Seattle,Washington,98115,West
OFF-PA-10001954,30,Medium,United States,Seattle,Washington,98115,West
FUR-TA-10002228,25,Medium,United States,Murfreesboro,Tennessee,37130,South
OFF-ST-10004634,54,Medium,United States,Seattle,Washington,98115,West
TEC-AC-10003610,26,Small,United States,New York City,New York,10009,East
FUR-BO-10001619,70,Medium,United States,Peoria,Arizona,85345,West
OFF-BI-10000138,56,Medium,United States,Sioux Falls,South Dakota,57103,Central
TEC-AC-10001383,42,Small,United States,New York City,New York,10035,East
OFF-LA-10003223,66,Large,United States,Fort Collins,Colorado,80525,West
OFF-BI-10004094,30,Small,United States,Clarksville,Tennessee,37042,South
OFF-PA-10004971,20,Small,United States,San Francisco,California,94122,West
OFF-SU-10004261,51,Medium,United States,Fresno,California,93727,West
TEC-PH-10000004,24,Small,United States,New York City,New York,10009,East
OFF-BI-10003638,61,Medium,United States,San Francisco,California,94122,West
FUR-FU-10003577,34,Medium,United States,Los Angeles,California,90036,West
OFF-BI-10000546,49,Medium,United States,Albuquerque,New Mexico,87105,West
TEC-CO-10002095,58,Large,United States,Elmhurst,Illinois,60126,Central
FUR-TA-10001095,47,Medium,United States,New York City,New York,10009,East
OFF-LA-10004484,68,Large,United States,Louisville,Colorado,80027,West
OFF-EN-10001532,23,Small,United States,Seattle,Washington,98115,West
TEC-AC-10003174,30,Small,United States,Fayetteville,North Carolina,28314,South
OFF-BI-10004187,24,Small,United States,Los Angeles,California,90036,West
OFF-ST-10000025,27,Medium,United States,New York City,New York,10024,East
FUR-FU-10004306,38,Large,United States,Jamestown,New York,14701,East
FUR-CH-10003746,21,Small,United States,Mishawaka,Indiana,46544,Central
OFF-BI-10001036,30,Small,United States,Skokie,Illinois,60076,Central
OFF-BI-10000301,70,Large,United States,San Francisco,California,94110,West
OFF-AR-10004648,70,Medium,United States,Tampa,Florida,33614,South
FUR-FU-10002597,50,Small,United States,Houston,Texas,77041,Central
OFF-AR-10003405,36,Small,United States,La Quinta,California,92253,West
FUR-CH-10002335,66,Medium,United States,Scottsdale,Arizona,85254,West
OFF-PA-10003657,40,Large,United States,Philadelphia,Pennsylvania,19134,East
FUR-BO-10004409,54,Large,United States,Bowling Green,Kentucky,42104,South
TEC-AC-10000057,35,Medium,United States,Carrollton,Texas,75007,Central
OFF-EN-10000056,68,Medium,United States,New York City,New York,10035,East
OFF-BI-10000014,68,Large,United States,Jacksonville,Florida,32216,South
FUR-CH-10004675,64,Medium,United States,Los Angeles,California,90045,West
OFF-BI-10001132,69,Large,United States,Los Angeles,California,90049,West
FUR-CH-10003199,66,Medium,United States,Saint Louis,Missouri,63116,Central
TEC-PH-10001530,69,Large,United States,New York City,New York,10024,East
OFF-LA-10001569,41,Medium,United States,Seattle,Washington,98103,West
OFF-PA-10000176,30,Small,United States,Los Angeles,California,90045,West
OFF-LA-10002271,29,Medium,United States,New York City,New York,10035,East
FUR-FU-10004090,61,Large,United States,Springfield,Missouri,65807,Central
OFF-AP-10000576,36,Large,United States,Amarillo,Texas,79109,Central
OFF-PA-10003953,25,Medium,United States,Los Angeles,California,90045,West
FUR-FU-10000794,56,Large,United States,Lowell,Massachusetts,1852,East
OFF-AR-10001897,56,Small,United States,San Diego,California,92024,West
TEC-PH-10001795,26,Small,United States,Pueblo,Colorado,81001,West
TEC-AC-10004901,46,Large,United States,Lancaster,Ohio,43130,East
OFF-AR-10003190,54,Medium,United States,Columbus,Georgia,31907,South
OFF-AP-10000240,43,Large,United States,Vallejo,California,94591,West
TEC-AC-10001838,31,Small,United States,Seattle,Washington,98105,West
OFF-PA-10003651,66,Large,United States,San Diego,California,92037,West
OFF-BI-10003094,48,Medium,United States,Tallahassee,Florida,32303,South
FUR-CH-10001394,44,Large,United States,San Francisco,California,94122,West
OFF-BI-10004230,62,Medium,United States,Columbus,Georgia,31907,South
OFF-PA-10003395,37,Large,United States,Murray,Utah,84107,West
TEC-AC-10002402,50,Large,United States,Dallas,Texas,75220,Central
TEC-AC-10003441,36,Medium,United States,Las Cruces,New Mexico,88001,West
OFF-FA-10002280,23,Small,United States,Seattle,Washington,98115,West
OFF-SU-10000381,52,Medium,United States,Franklin,Massachusetts,2038,East
OFF-EN-10004459,20,Small,United States,Encinitas,California,92024,West
FUR-CH-10000665,42,Large,United States,Hoover,Alabama,35244,South
OFF-AP-10003884,59,Medium,United States,Huntsville,Texas,77340,Central
TEC-PH-10001557,60,Large,United States,Roswell,Georgia,30076,South
TEC-PH-10002085,47,Small,United States,Columbus,Indiana,47201,Central
OFF-AR-10002956,69,Large,United States,Fayetteville,North Carolina,28314,South
OFF-AP-10003266,50,Large,United States,Tucson,Arizona,85705,West
TEC-MA-10004002,31,Medium,United States,Lake Charles,Louisiana,70601,South
OFF-BI-10001071,33,Small,United States,Columbus,Georgia,31907,South
OFF-PA-10001560,21,Small,United States,Glendale,Arizona,85301,West
OFF-AR-10002578,61,Medium,United States,Watertown,New York,13601,East
FUR-BO-10001519,28,Medium,United States,Oceanside,California,92054,West
OFF-BI-10001294,48,Small,United States,Philadelphia,Pennsylvania,19134,East
OFF-BI-10001636,50,Medium,United States,Columbus,Georgia,31907,South
OFF-SU-10002503,56,Medium,United States,New York City,New York,10011,East
OFF-LA-10004093,27,Small,United States,Louisville,Colorado,80027,West
FUR-FU-10003878,63,Large,United States,Brownsville,Texas,78521,Central
TEC-AC-10000710,62,Medium,United States,Lincoln Park,Michigan,48146,Central
OFF-AR-10002335,62,Medium,United States,Columbus,Georgia,31907,South
OFF-PA-10001870,44,Large,United States,Detroit,Michigan,48227,Central
OFF-PA-10001019,25,Small,United States,Dallas,Texas,75081,Central
OFF-SU-10002537,64,Large,United States,Albuquerque,New Mexico,87105,West
OFF-ST-10003221,33,Small,United States,Apple Valley,California,92307,West
OFF-AR-10003752,62,Medium,United States,Providence,Rhode Island,2908,East
TEC-AC-10001714,34,Medium,United States,New York City,New York,10024,East
OFF-AR-10003958,36,Small,United States,Philadelphia,Pennsylvania,19134,East
TEC-PH-10002923,37,Medium,United States,Oceanside,New York,11572,East
OFF-LA-10004272,49,Medium,United States,Seattle,Washington,98105,West
FUR-FU-10000965,25,Small,United States,Glendale,Arizona,85301,West
OFF-LA-10004853,27,Small,United States,Houston,Texas,77070,Central
OFF-BI-10003719,68,Large,United States,Houston,Texas,77036,Central
OFF-BI-10000545,60,Large,United States,Philadelphia,Pennsylvania,19134,East
OFF-PA-10003591,32,Medium,United States,New York City,New York,10024,East
OFF-PA-10001790,59,Medium,United States,Houston,Texas,77095,Central
TEC-AC-10002049,21,Medium,United States,Grand Prairie,Texas,75051,Central
OFF-BI-10003712,36,Small,United States,Philadelphia,Pennsylvania,19120,East
OFF-BI-10003984,49,Large,United States,Highland Park,Illinois,60035,Central
FUR-FU-10001424,67,Large,United States,Pasadena,Texas,77506,Central
OFF-BI-10002071,36,Large,United States,Decatur,Alabama,35601,South
OFF-ST-10002486,43,Small,United States,Columbia,Tennessee,38401,South
TEC-AC-10000927,68,Large,United States,Oakland,California,94601,West
OFF-PA-10001622,53,Large,United States,Mission Viejo,California,92691,West
OFF-AR-10003158,25,Small,United States,Conroe,Texas,77301,Central
TEC-PH-10002660,51,Medium,United States,Richmond,Kentucky,40475,South
OFF-BI-10003364,56,Large,United States,Philadelphia,Pennsylvania,19140,East
OFF-EN-10001099,36,Medium,United States,New York City,New York,10024,East
OFF-PA-10002250,31,Medium,United States,Jacksonville,Florida,32216,South
OFF-BI-10004716,38,Small,United States,Jacksonville,North Carolina,28540,South
OFF-LA-10001045,68,Large,United States,Austin,Texas,78745,Central
OFF-BI-10001510,38,Large,United States,Plano,Texas,75023,Central
OFF-PA-10002947,21,Small,United States,Jackson,Mississippi,39212,South
OFF-PA-10000019,70,Large,United States,Mesquite,Texas,75150,Central
FUR-BO-10003441,65,Large,United States,Philadelphia,Pennsylvania,19143,East
TEC-PH-10004774,48,Large,United States,Dallas,Texas,75217,Central
OFF-BI-10003684,40,Small,United States,Los Angeles,California,90004,West
TEC-PH-10001494,30,Medium,United States,Toledo,Ohio,43615,East
TEC-AC-10004666,20,Small,United States,New York City,New York,10011,East
OFF-ST-10003816,45,Medium,United States,Newark,Delaware,19711,East
FUR-TA-10001520,62,Medium,United States,San Diego,California,92037,West
OFF-ST-10001558,37,Small,United States,Jacksonville,North Carolina,28540,South
TEC-AC-10002473,59,Large,United States,Dover,Delaware,19901,East
TEC-PH-10004531,27,Small,United States,Bristol,Tennessee,37620,South
OFF-AP-10004487,60,Large,United States,Quincy,Massachusetts,2169,East
OFF-PA-10003543,61,Large,United States,Gilbert,Arizona,85234,West
TEC-AC-10004353,64,Medium,United States,Philadelphia,Pennsylvania,19143,East
OFF-AR-10001468,32,Medium,United States,Buffalo,New York,14215,East
OFF-PA-10002195,47,Small,United States,Los Angeles,California,90036,West
OFF-PA-10001745,21,Small,United States,Columbia,Tennessee,38401,South
OFF-BI-10004826,64,Medium,United States,Kenosha,Wisconsin,53142,Central
OFF-PA-10000289,40,Small,United States,Roswell,Georgia,30076,South
OFF-AP-10003040,32,Small,United States,Chester,Pennsylvania,19013,East
OFF-PA-10000350,37,Medium,United States,Houston,Texas,77041,Central
OFF-BI-10001759,58,Medium,United States,New York City,New York,10035,East
OFF-ST-10001496,26,Small,United States,Aurora,Colorado,80013,West
OFF-BI-10002931,31,Small,United States,Santa Ana,California,92704,West
FUR-TA-10002356,40,Large,United States,New York City,New York,10035,East
FUR-FU-10003601,66,Large,United States,Mcallen,Texas,78501,Central
FUR-TA-10004154,67,Large,United States,Chicago,Illinois,60623,Central
OFF-PA-10000788,36,Small,United States,Rockford,Illinois,61107,Central
FUR-FU-10001940,55,Large,United States,New York City,New York,10011,East
OFF-BI-10004465,32,Medium,United States,Jackson,Tennessee,38301,South
OFF-PA-10002333,58,Medium,United States,Daytona Beach,Florida,32114,South
FUR-FU-10004188,53,Small,United States,Stockton,California,95207,West
OFF-BI-10000145,27,Small,United States,San Francisco,California,94110,West
OFF-LA-10001613,69,Medium,United States,Los Angeles,California,90036,West
OFF-LA-10004055,31,Medium,United States,Oklahoma City,Oklahoma,73120,Central
OFF-PA-10004621,21,Small,United States,Los Angeles,California,90045,West
OFF-PA-10001281,24,Small,United States,New York City,New York,10009,East
OFF-ST-10001097,62,Large,United States,Aurora,Illinois,60505,Central
FUR-FU-10001095,53,Medium,United States,Jacksonville,North Carolina,28540,South
OFF-BI-10002012,55,Large,United States,Los Angeles,California,90036,West
OFF-PA-10004156,62,Medium,United States,Norwich,Connecticut,6360,East
OFF-AR-10000034,23,Small,United States,Lawrence,Massachusetts,1841,East
TEC-PH-10000560,70,Large,United States,Lehi,Utah,84043,West
OFF-EN-10000461,21,Small,United States,Seattle,Washington,98103,West
TEC-MA-10003066,50,Medium,United States,Philadelphia,Pennsylvania,19134,East
OFF-BI-10004022,36,Small,United States,Los Angeles,California,90008,West
OFF-AR-10001988,47,Large,United States,Monroe,North Carolina,28110,South
OFF-PA-10003625,60,Large,United States,Dallas,Texas,75220,Central
OFF-BI-10003925,47,Small,United States,Houston,Texas,77070,Central
OFF-EN-10003862,40,Medium,United States,Seattle,Washington,98103,West
OFF-ST-10004258,22,Small,United States,Los Angeles,California,90036,West
FUR-FU-10002885,36,Medium,United States,Lakewood,Ohio,44107,East
TEC-AC-10003033,46,Medium,United States,Philadelphia,Pennsylvania,19140,East
OFF-ST-10000046,65,Large,United States,Omaha,Nebraska,68104,Central
OFF-BI-10002049,49,Medium,United States,Concord,New Hampshire,3301,East
FUR-FU-10001602,34,Large,United States,Monroe,Louisiana,71203,South
OFF-ST-10003722,52,Large,United States,Raleigh,North Carolina,27604,South
TEC-AC-10003198,66,Large,United States,Jacksonville,Florida,32216,South
FUR-FU-10002191,31,Medium,United States,Los Angeles,California,90036,West
TEC-PH-10004188,47,Small,United States,Cranston,Rhode Island,2920,East
OFF-ST-10001526,61,Large,United States,Milwaukee,Wisconsin,53209,Central
OFF-AR-10001166,56,Medium,United States,Virginia Beach,Virginia,23464,South
FUR-CH-10000309,66,Medium,United States,Los Angeles,California,90045,West
TEC-MA-10004212,28,Medium,United States,New York City,New York,10035,East
OFF-EN-10003072,24,Small,United States,Louisville,Kentucky,40214,South
OFF-BI-10000320,50,Large,United States,Chicago,Illinois,60653,Central
OFF-PA-10001166,38,Small,United States,San Francisco,California,94109,West
OFF-PA-10003656,35,Medium,United States,Lakewood,New Jersey,8701,East
TEC-PH-10000148,52,Large,United States,Roseville,California,95661,West
TEC-PH-10003885,48,Medium,United States,Columbus,Georgia,31907,South
OFF-LA-10001175,47,Medium,United States,Huntsville,Texas,77340,Central
OFF-PA-10000955,62,Large,United States,Huntsville,Alabama,35810,South
FUR-FU-10003975,43,Medium,United States,Arlington,Virginia,22204,South
OFF-BI-10003707,29,Medium,United States,Chicago,Illinois,60623,Central
OFF-AR-10000203,66,Medium,United States,Fresno,California,93727,West
OFF-AR-10004790,66,Large,United States,Philadelphia,Pennsylvania,19143,East
TEC-AC-10004761,59,Large,United States,Philadelphia,Pennsylvania,19140,East
FUR-BO-10001811,70,Large,United States,Burlington,Iowa,52601,Central
OFF-AR-10001130,24,Small,United States,Arlington Heights,Illinois,60004,Central
OFF-AP-10000055,35,Small,United States,Kent,Ohio,44240,East
FUR-CH-10002304,49,Large,United States,Newark,Ohio,43055,East
FUR-FU-10000293,62,Large,United States,Henderson,Kentucky,42420,South
OFF-PA-10001307,70,Large,United States,Los Angeles,California,90036,West
FUR-FU-10004460,29,Small,United States,Fort Lauderdale,Florida,33311,South
OFF-AR-10000716,43,Small,United States,Los Angeles,California,90032,West
FUR-FU-10004622,65,Large,United States,Concord,North Carolina,28027,South
OFF-BI-10003529,22,Medium,United States,Seattle,Washington,98103,West
OFF-BI-10001097,70,Large,United States,Fort Worth,Texas,76106,Central
OFF-BI-10001597,30,Small,United States,Madison,Wisconsin,53711,Central
OFF-FA-10001754,48,Large,United States,West Jordan,Utah,84084,West
OFF-FA-10004838,37,Medium,United States,San Francisco,California,94109,West
TEC-PH-10002115,42,Medium,United States,Fremont,Nebraska,68025,Central
OFF-FA-10003059,58,Large,United States,Philadelphia,Pennsylvania,19140,East
OFF-BI-10004330,59,Medium,United States,Orem,Utah,84057,West
